user_id,recency,frequency,monetary,R,F,M,RFM_Score,Segment
56089,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
56102,91,5,4500,1,1,1,111,Lost Cheap User
56114,89,44,9000,2,3,1,231,Churn User
56132,18,18,30615.38462,4,2,1,421,"Low Spenders, Less Active"
56140,98,21,398000,1,2,3,123,"High Spenders, Less Active"
56144,79,10,4500,2,2,1,221,"Low Spenders, Less Active"
56149,68,32,3000,2,3,1,231,Churn User
56153,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
56173,9,21,42785.71429,4,2,1,421,"Low Spenders, Less Active"
56177,104,4,9000,1,1,1,111,Lost Cheap User
56184,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
56214,20,17,49916.66667,3,2,1,321,"Low Spenders, Less Active"
56215,82,12,199666.6667,2,2,3,223,"High Spenders, Less Active"
56228,4,3,9933.333333,4,1,1,411,"Low Spenders, Less Active"
56247,0,0,599000,4,1,4,414,Big Spenders
56249,18,6,46076.92308,4,1,1,411,"Low Spenders, Less Active"
56250,16,2,692.3076923,4,1,1,411,"Low Spenders, Less Active"
56256,5,20,14214.28571,4,2,1,421,"Low Spenders, Less Active"
56269,1,35,26533.33333,4,3,1,431,"Low Spenders, Most Active"
56283,7,40,66333.33333,4,3,1,431,"Low Spenders, Most Active"
56285,0,0,599000,4,1,4,414,Big Spenders
56297,8,7,14214.28571,4,1,1,411,"Low Spenders, Less Active"
56313,11,4,13857.14286,4,1,1,411,"Low Spenders, Less Active"
56319,44,20,38666.66667,3,2,1,321,"Low Spenders, Less Active"
56325,5,20,85571.42857,4,2,2,422,"Low Spenders, Less Active"
56327,62,8,99833.33333,2,1,2,212,"Low Spenders, Less Active"
56337,103,1,9000,1,1,1,111,Lost Cheap User
56385,5,4,27071.42857,4,1,1,411,"Low Spenders, Less Active"
56386,102,1,9000,1,1,1,111,Lost Cheap User
56398,17,2,16555.55556,4,1,1,411,"Low Spenders, Less Active"
56439,13,12,46076.92308,4,2,1,421,"Low Spenders, Less Active"
56442,44,4,39800,3,1,1,311,"Low Spenders, Less Active"
56450,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
56463,72,2,1800,2,1,1,211,"Low Spenders, Less Active"
56501,61,29,199000,2,3,3,233,Loyal Users
56534,51,7,29714.28571,2,1,1,211,"Low Spenders, Less Active"
56536,10,13,642.8571429,4,2,1,421,"Low Spenders, Less Active"
56540,92,2,99500,1,1,2,112,Lost Cheap User
56542,64,11,98800,2,2,2,222,"Low Spenders, Less Active"
56560,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
56564,56,1,18000,2,1,1,211,"Low Spenders, Less Active"
56597,92,21,45000,1,2,1,121,"Low Spenders, Less Active"
56644,11,29,12230.76923,4,3,1,431,"Low Spenders, Most Active"
56653,3,12,24875,4,2,1,421,"Low Spenders, Less Active"
56681,100,14,9000,1,2,1,121,"Low Spenders, Less Active"
56736,41,2,44222.22222,3,1,1,311,"Low Spenders, Less Active"
56737,98,30,180000,1,3,3,133,Churn User
56766,2,5,43428.57143,4,1,1,411,"Low Spenders, Less Active"
56775,102,1,18000,1,1,1,111,Lost Cheap User
56794,1,28,28428.57143,4,3,1,431,"Low Spenders, Most Active"
56799,4,20,99500,4,2,2,422,"Low Spenders, Less Active"
56850,99,6,18000,1,1,1,111,Lost Cheap User
56852,42,4,22111.11111,3,1,1,311,"Low Spenders, Less Active"
56857,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
56861,94,14,9000,1,2,1,121,"Low Spenders, Less Active"
56902,3,13,43428.57143,4,2,1,421,"Low Spenders, Less Active"
56905,39,6,17666.66667,3,1,1,311,"Low Spenders, Less Active"
56910,1,14,26533.33333,4,2,1,421,"Low Spenders, Less Active"
56920,33,1,900,3,1,1,311,"Low Spenders, Less Active"
56925,1,18,21200,4,2,1,421,"Low Spenders, Less Active"
56935,51,3,1125,2,1,1,211,"Low Spenders, Less Active"
56944,5,11,70000,4,2,1,421,"Low Spenders, Less Active"
56969,101,6,9000,1,1,1,111,Lost Cheap User
56980,1,9,46000,4,2,1,421,"Low Spenders, Less Active"
56982,17,8,37250,4,1,1,411,"Low Spenders, Less Active"
56987,35,4,19900,3,1,1,311,"Low Spenders, Less Active"
56995,47,7,49666.66667,3,1,1,311,"Low Spenders, Less Active"
56999,2,11,13866.66667,4,2,1,421,"Low Spenders, Less Active"
57008,23,3,54454.54545,3,1,1,311,"Low Spenders, Less Active"
57016,14,3,62333.33333,4,1,1,411,"Low Spenders, Less Active"
57034,33,6,22111.11111,3,1,1,311,"Low Spenders, Less Active"
57049,4,5,13545.45455,4,1,1,411,"Low Spenders, Less Active"
57059,2,18,28428.57143,4,2,1,421,"Low Spenders, Less Active"
57075,11,2,34500,4,1,1,411,"Low Spenders, Less Active"
57076,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
57206,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
57235,15,4,2769.230769,4,1,1,411,"Low Spenders, Less Active"
57240,38,9,22111.11111,3,2,1,321,"Low Spenders, Less Active"
57245,43,6,72000,3,1,1,311,"Low Spenders, Less Active"
57271,68,4,119800,2,1,2,212,"Low Spenders, Less Active"
57281,1,43,33166.66667,4,3,1,431,"Low Spenders, Most Active"
57298,57,11,33166.66667,2,2,1,221,"Low Spenders, Less Active"
57299,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
57325,73,8,48500,2,1,1,211,"Low Spenders, Less Active"
57334,2,11,28428.57143,4,2,1,421,"Low Spenders, Less Active"
57356,41,8,24875,3,1,1,311,"Low Spenders, Less Active"
57378,52,21,599000,2,2,4,224,Big Spenders
57387,13,17,15307.69231,4,2,1,421,"Low Spenders, Less Active"
57561,31,5,28428.57143,3,1,1,311,"Low Spenders, Less Active"
57576,4,7,16583.33333,4,1,1,411,"Low Spenders, Less Active"
57582,7,10,49916.66667,4,2,1,421,"Low Spenders, Less Active"
57583,36,4,28428.57143,3,1,1,311,"Low Spenders, Less Active"
57587,59,5,33166.66667,2,1,1,211,"Low Spenders, Less Active"
57603,39,26,159000,3,3,2,332,"Low Spenders, Most Active"
57605,16,2,49916.66667,4,1,1,411,"Low Spenders, Less Active"
57629,0,0,149000,4,1,2,412,"Low Spenders, Less Active"
57639,88,12,398000,2,2,3,223,"High Spenders, Less Active"
57656,37,17,22111.11111,3,2,1,321,"Low Spenders, Less Active"
57658,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
57659,8,18,46076.92308,4,2,1,421,"Low Spenders, Less Active"
57662,34,2,64400,3,1,1,311,"Low Spenders, Less Active"
57718,34,1,1800,3,1,1,311,"Low Spenders, Less Active"
57730,14,8,49916.66667,4,1,1,411,"Low Spenders, Less Active"
57761,0,0,276000,4,1,3,413,"High Spenders, Less Active"
57762,2,8,30000,4,1,1,411,"Low Spenders, Less Active"
57864,17,8,41583.33333,4,1,1,411,"Low Spenders, Less Active"
57926,7,4,15307.69231,4,1,1,411,"Low Spenders, Less Active"
57936,3,21,14214.28571,4,2,1,421,"Low Spenders, Less Active"
57938,95,22,159000,1,2,2,122,"Low Spenders, Less Active"
57982,11,3,41583.33333,4,1,1,411,"Low Spenders, Less Active"
57987,0,0,599000,4,1,4,414,Big Spenders
57989,21,9,71285.71429,3,2,1,321,"Low Spenders, Less Active"
57993,4,20,38384.61538,4,2,1,421,"Low Spenders, Less Active"
58001,2,50,42785.71429,4,4,1,441,"Low Spenders, Most Active"
58010,17,7,99833.33333,4,1,2,412,"Low Spenders, Less Active"
58050,21,11,14454.54545,3,2,1,321,"Low Spenders, Less Active"
58095,38,4,17666.66667,3,1,1,311,"Low Spenders, Less Active"
58105,26,7,818.1818182,3,1,1,311,"Low Spenders, Less Active"
58131,3,3,49750,4,1,1,411,"Low Spenders, Less Active"
58151,5,15,14214.28571,4,2,1,421,"Low Spenders, Less Active"
58189,31,7,22714.28571,3,1,1,311,"Low Spenders, Less Active"
58191,2,19,31642.85714,4,2,1,421,"Low Spenders, Less Active"
58215,5,4,14214.28571,4,1,1,411,"Low Spenders, Less Active"
58225,15,10,19900,4,2,1,421,"Low Spenders, Less Active"
58228,7,18,35923.07692,4,2,1,421,"Low Spenders, Less Active"
58301,84,46,31500,2,3,1,231,Churn User
58372,1,20,16583.33333,4,2,1,421,"Low Spenders, Less Active"
58381,62,24,158000,2,3,2,232,Churn User
58388,1,4,14214.28571,4,1,1,411,"Low Spenders, Less Active"
58405,16,6,16583.33333,4,1,1,411,"Low Spenders, Less Active"
58484,2,24,28428.57143,4,3,1,431,"Low Spenders, Most Active"
58485,1,15,35642.85714,4,2,1,421,"Low Spenders, Less Active"
58490,11,2,49916.66667,4,1,1,411,"Low Spenders, Less Active"
58519,1,14,30615.38462,4,2,1,421,"Low Spenders, Less Active"
58542,79,2,299500,2,1,3,213,"High Spenders, Less Active"
58553,93,24,199000,1,3,3,133,Churn User
58577,4,4,42785.71429,4,1,1,411,"Low Spenders, Less Active"
58585,1,17,42785.71429,4,2,1,421,"Low Spenders, Less Active"
58637,1,52,35642.85714,4,4,1,441,"Low Spenders, Most Active"
58667,96,2,45000,1,1,1,111,Lost Cheap User
58680,30,10,66555.55556,3,2,1,321,"Low Spenders, Less Active"
58693,89,20,9000,2,2,1,221,"Low Spenders, Less Active"
58716,0,0,149000,4,1,2,412,"Low Spenders, Less Active"
58723,4,8,70000,4,1,1,411,"Low Spenders, Less Active"
58762,6,44,12230.76923,4,3,1,431,"Low Spenders, Most Active"
58784,48,6,22714.28571,3,1,1,311,"Low Spenders, Less Active"
58802,21,14,74800,3,2,2,322,"Low Spenders, Less Active"
58836,84,21,149000,2,2,2,222,"Low Spenders, Less Active"
58840,68,5,2250,2,1,1,211,"Low Spenders, Less Active"
58858,1,6,42785.71429,4,1,1,411,"Low Spenders, Less Active"
58873,64,2,1800,2,1,1,211,"Low Spenders, Less Active"
58878,76,9,53000,2,2,1,221,"Low Spenders, Less Active"
58884,95,2,9000,1,1,1,111,Lost Cheap User
58915,6,8,38384.61538,4,1,1,411,"Low Spenders, Less Active"
58922,0,0,599000,4,1,4,414,Big Spenders
58941,1,87,46076.92308,4,4,1,441,"Low Spenders, Most Active"
58961,1,11,35642.85714,4,2,1,421,"Low Spenders, Less Active"
58974,7,18,15307.69231,4,2,1,421,"Low Spenders, Less Active"
59004,32,16,25111.11111,3,2,1,321,"Low Spenders, Less Active"
59024,11,1,45363.63636,4,1,1,411,"Low Spenders, Less Active"
59034,9,3,38384.61538,4,1,1,411,"Low Spenders, Less Active"
59041,95,13,9000,1,2,1,121,"Low Spenders, Less Active"
59048,4,41,22923.07692,4,3,1,431,"Low Spenders, Most Active"
59059,20,10,31363.63636,3,2,1,321,"Low Spenders, Less Active"
59064,26,1,1000,3,1,1,311,"Low Spenders, Less Active"
59169,38,4,62375,3,1,1,311,"Low Spenders, Less Active"
59202,64,11,99800,2,2,2,222,"Low Spenders, Less Active"
59213,1,14,35642.85714,4,2,1,421,"Low Spenders, Less Active"
59221,16,13,16583.33333,4,2,1,421,"Low Spenders, Less Active"
59229,26,11,59900,3,2,1,321,"Low Spenders, Less Active"
59264,23,0,900,3,1,1,311,"Low Spenders, Less Active"
59273,83,35,199000,2,3,3,233,Loyal Users
59281,94,3,9000,1,1,1,111,Lost Cheap User
59293,37,6,43125,3,1,1,311,"Low Spenders, Less Active"
59322,1,12,28428.57143,4,2,1,421,"Low Spenders, Less Active"
59323,64,10,79500,2,2,2,222,"Low Spenders, Less Active"
59329,2,11,30615.38462,4,2,1,421,"Low Spenders, Less Active"
59342,3,3,12230.76923,4,1,1,411,"Low Spenders, Less Active"
59360,24,11,59900,3,2,1,321,"Low Spenders, Less Active"
59366,1,19,42857.14286,4,2,1,421,"Low Spenders, Less Active"
59428,16,11,19900,4,2,1,421,"Low Spenders, Less Active"
59433,23,18,119800,3,2,2,322,"Low Spenders, Less Active"
59475,33,5,22111.11111,3,1,1,311,"Low Spenders, Less Active"
59497,14,2,199666.6667,4,1,3,413,"High Spenders, Less Active"
59510,5,21,15307.69231,4,2,1,421,"Low Spenders, Less Active"
59533,0,0,159000,4,1,2,412,"Low Spenders, Less Active"
59549,4,7,15307.69231,4,1,1,411,"Low Spenders, Less Active"
59558,9,27,49916.66667,4,3,1,431,"Low Spenders, Most Active"
59559,93,1,23000,1,1,1,111,Lost Cheap User
59576,0,0,99000,4,1,2,412,"Low Spenders, Less Active"
59578,37,7,149000,3,1,2,312,"Low Spenders, Less Active"
59602,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
59612,60,6,39800,2,1,1,211,"Low Spenders, Less Active"
59634,4,31,15307.69231,4,3,1,431,"Low Spenders, Most Active"
59641,7,9,54454.54545,4,2,1,421,"Low Spenders, Less Active"
59676,52,3,40666.66667,2,1,1,211,"Low Spenders, Less Active"
59680,1,28,35642.85714,4,3,1,431,"Low Spenders, Most Active"
59709,6,11,12230.76923,4,2,1,421,"Low Spenders, Less Active"
59710,0,0,499000,4,1,4,414,Big Spenders
59722,6,10,15307.69231,4,2,1,421,"Low Spenders, Less Active"
59734,2,39,46076.92308,4,3,1,431,"Low Spenders, Most Active"
59743,6,19,39800,4,2,1,421,"Low Spenders, Less Active"
59801,19,17,45363.63636,3,2,1,321,"Low Spenders, Less Active"
59831,82,5,4500,2,1,1,211,"Low Spenders, Less Active"
59877,1,9,46076.92308,4,2,1,421,"Low Spenders, Less Active"
59892,1,5,18090.90909,4,1,1,411,"Low Spenders, Less Active"
59925,2,34,26000,4,3,1,431,"Low Spenders, Most Active"
59934,7,18,20800,4,2,1,421,"Low Spenders, Less Active"
59943,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
59972,5,23,46076.92308,4,2,1,421,"Low Spenders, Less Active"
59980,0,0,494000,4,1,4,414,Big Spenders
59987,6,13,30615.38462,4,2,1,421,"Low Spenders, Less Active"
60013,12,8,18090.90909,4,1,1,411,"Low Spenders, Less Active"
60150,2,24,46076.92308,4,3,1,431,"Low Spenders, Most Active"
60157,2,5,38384.61538,4,1,1,411,"Low Spenders, Less Active"
60162,2,4,15307.69231,4,1,1,411,"Low Spenders, Less Active"
60169,1,55,15307.69231,4,4,1,441,"Low Spenders, Most Active"
60177,2,1,36625,4,1,1,411,"Low Spenders, Less Active"
60188,5,17,18769.23077,4,2,1,421,"Low Spenders, Less Active"
60225,36,37,249333.3333,3,3,3,333,"High Spenders, Most Active"
60263,58,1,37250,2,1,1,211,"Low Spenders, Less Active"
60267,31,15,74875,3,2,2,322,"Low Spenders, Less Active"
60290,85,1,9000,2,1,1,211,"Low Spenders, Less Active"
60304,87,6,199000,2,1,3,213,"High Spenders, Less Active"
60307,11,27,17333.33333,4,3,1,431,"Low Spenders, Most Active"
60308,35,3,159000,3,1,2,312,"Low Spenders, Less Active"
60339,5,13,15307.69231,4,2,1,421,"Low Spenders, Less Active"
60352,19,10,19900,3,2,1,321,"Low Spenders, Less Active"
60392,2,20,15307.69231,4,2,1,421,"Low Spenders, Less Active"
60398,82,6,74500,2,1,2,212,"Low Spenders, Less Active"
60399,1,7,13250,4,1,1,411,"Low Spenders, Less Active"
60414,0,0,159000,4,1,2,412,"Low Spenders, Less Active"
60470,72,7,3000,2,1,1,211,"Low Spenders, Less Active"
60485,3,10,30230.76923,4,2,1,421,"Low Spenders, Less Active"
60569,6,26,16583.33333,4,3,1,431,"Low Spenders, Most Active"
60575,0,0,599000,4,1,4,414,Big Spenders
60598,1,39,18090.90909,4,3,1,431,"Low Spenders, Most Active"
60600,2,28,92153.84615,4,3,2,432,"Low Spenders, Most Active"
60614,1,17,24875,4,2,1,421,"Low Spenders, Less Active"
60616,71,9,6000,2,2,1,221,"Low Spenders, Less Active"
60652,90,1,159000,2,1,2,212,"Low Spenders, Less Active"
60661,3,28,12230.76923,4,3,1,431,"Low Spenders, Most Active"
60673,80,9,79500,2,2,2,222,"Low Spenders, Less Active"
60677,22,8,19900,3,1,1,311,"Low Spenders, Less Active"
60679,43,9,28428.57143,3,2,1,321,"Low Spenders, Less Active"
60684,1,31,15307.69231,4,3,1,431,"Low Spenders, Most Active"
60692,27,0,1000,3,1,1,311,"Low Spenders, Less Active"
60698,8,8,18090.90909,4,1,1,411,"Low Spenders, Less Active"
60702,5,9,46076.92308,4,2,1,421,"Low Spenders, Less Active"
60706,18,5,18090.90909,4,1,1,411,"Low Spenders, Less Active"
60716,10,9,16583.33333,4,2,1,421,"Low Spenders, Less Active"
60727,1,38,99500,4,3,2,432,"Low Spenders, Most Active"
60750,61,8,392000,2,1,3,213,"High Spenders, Less Active"
60763,84,5,9000,2,1,1,211,"Low Spenders, Less Active"
60773,8,16,49916.66667,4,2,1,421,"Low Spenders, Less Active"
60830,25,4,66555.55556,3,1,1,311,"Low Spenders, Less Active"
60854,2,10,39076.92308,4,2,1,421,"Low Spenders, Less Active"
60867,1,6,32307.69231,4,1,1,411,"Low Spenders, Less Active"
60895,27,2,24111.11111,3,1,1,311,"Low Spenders, Less Active"
60905,4,25,692.3076923,4,3,1,431,"Low Spenders, Most Active"
60912,56,38,39800,2,3,1,231,Churn User
60918,13,32,14454.54545,4,3,1,431,"Low Spenders, Most Active"
60926,6,17,20333.33333,4,2,1,421,"Low Spenders, Less Active"
60938,6,4,24833.33333,4,1,1,411,"Low Spenders, Less Active"
61007,80,13,104000,2,2,2,222,"Low Spenders, Less Active"
61008,38,10,26000,3,2,1,321,"Low Spenders, Less Active"
61028,46,8,28428.57143,3,1,1,311,"Low Spenders, Less Active"
61039,47,3,32333.33333,3,1,1,311,"Low Spenders, Less Active"
61040,19,19,19900,3,2,1,321,"Low Spenders, Less Active"
61044,2,36,420000,4,3,4,434,Big Spenders
61056,68,19,599000,2,2,4,224,Big Spenders
61069,84,2,9000,2,1,1,211,"Low Spenders, Less Active"
61077,2,26,24875,4,3,1,431,"Low Spenders, Most Active"
61091,9,23,18090.90909,4,2,1,421,"Low Spenders, Less Active"
61103,33,34,24875,3,3,1,331,"Low Spenders, Most Active"
61147,4,15,16583.33333,4,2,1,421,"Low Spenders, Less Active"
61148,0,0,45000,4,1,1,411,"Low Spenders, Less Active"
61157,15,1,18090.90909,4,1,1,411,"Low Spenders, Less Active"
61185,20,11,20800,3,2,1,321,"Low Spenders, Less Active"
61228,2,47,46076.92308,4,3,1,431,"Low Spenders, Most Active"
61282,16,5,28428.57143,4,1,1,411,"Low Spenders, Less Active"
61295,86,14,199000,2,2,3,223,"High Spenders, Less Active"
61320,45,18,99800,3,2,2,322,"Low Spenders, Less Active"
61321,1,18,32307.69231,4,2,1,421,"Low Spenders, Less Active"
61383,2,15,46076.92308,4,2,1,421,"Low Spenders, Less Active"
61400,0,0,199000,4,1,3,413,"High Spenders, Less Active"
61405,0,0,599000,4,1,4,414,Big Spenders
61412,80,17,9000,2,2,1,221,"Low Spenders, Less Active"
61439,18,7,19900,4,1,1,411,"Low Spenders, Less Active"
61445,39,3,61333.33333,3,1,1,311,"Low Spenders, Less Active"
61485,75,4,4500,2,1,1,211,"Low Spenders, Less Active"
61491,23,11,66555.55556,3,2,1,321,"Low Spenders, Less Active"
61497,75,23,199000,2,2,3,223,"High Spenders, Less Active"
61499,38,6,71285.71429,3,1,1,311,"Low Spenders, Less Active"
61573,1,34,15384.61538,4,3,1,431,"Low Spenders, Most Active"
61666,12,24,7363.636364,4,3,1,431,"Low Spenders, Most Active"
61668,12,7,45363.63636,4,1,1,411,"Low Spenders, Less Active"
61732,51,20,153333.3333,2,2,2,222,"Low Spenders, Less Active"
61790,2,7,54454.54545,4,1,1,411,"Low Spenders, Less Active"
61792,17,3,15900,4,1,1,411,"Low Spenders, Less Active"
61800,33,3,199000,3,1,3,313,"High Spenders, Less Active"
61826,86,10,18000,2,2,1,221,"Low Spenders, Less Active"
61834,13,19,54454.54545,4,2,1,421,"Low Spenders, Less Active"
61878,8,9,54454.54545,4,2,1,421,"Low Spenders, Less Active"
61899,13,3,7363.636364,4,1,1,411,"Low Spenders, Less Active"
61902,37,8,1285.714286,3,1,1,311,"Low Spenders, Less Active"
61938,17,66,59900,4,4,1,441,"Low Spenders, Most Active"
62067,36,2,33166.66667,3,1,1,311,"Low Spenders, Less Active"
62072,46,8,33166.66667,3,1,1,311,"Low Spenders, Less Active"
62104,20,38,59900,3,3,1,331,"Low Spenders, Most Active"
62150,48,71,153333.3333,3,4,2,342,"Low Spenders, Most Active"
62158,10,2,818.1818182,4,1,1,411,"Low Spenders, Less Active"
62195,5,2,18090.90909,4,1,1,411,"Low Spenders, Less Active"
62197,8,12,16583.33333,4,2,1,421,"Low Spenders, Less Active"
62224,68,8,99500,2,1,2,212,"Low Spenders, Less Active"
62225,5,32,50666.66667,4,3,1,431,"Low Spenders, Most Active"
62226,64,4,66333.33333,2,1,1,211,"Low Spenders, Less Active"
62227,10,50,18090.90909,4,4,1,441,"Low Spenders, Most Active"
62238,67,6,149000,2,1,2,212,"Low Spenders, Less Active"
62242,8,3,31363.63636,4,1,1,411,"Low Spenders, Less Active"
62277,31,19,19875,3,2,1,321,"Low Spenders, Less Active"
62296,26,9,38333.33333,3,2,1,321,"Low Spenders, Less Active"
62309,3,18,49916.66667,4,2,1,421,"Low Spenders, Less Active"
62317,25,5,24875,3,1,1,311,"Low Spenders, Less Active"
62330,2,94,66333.33333,4,4,1,441,"Low Spenders, Most Active"
62417,8,14,818.1818182,4,2,1,421,"Low Spenders, Less Active"
62421,51,10,31800,2,2,1,221,"Low Spenders, Less Active"
62511,85,3,149000,2,1,2,212,"Low Spenders, Less Active"
62523,33,18,28428.57143,3,2,1,321,"Low Spenders, Less Active"
62539,26,22,22111.11111,3,2,1,321,"Low Spenders, Less Active"
62561,5,11,5250,4,2,1,421,"Low Spenders, Less Active"
62598,26,5,38333.33333,3,1,1,311,"Low Spenders, Less Active"
62610,1,8,45363.63636,4,1,1,411,"Low Spenders, Less Active"
62641,66,21,69333.33333,2,2,1,221,"Low Spenders, Less Active"
62664,11,6,66555.55556,4,1,1,411,"Low Spenders, Less Active"
62698,16,6,900,4,1,1,411,"Low Spenders, Less Active"
62701,12,4,18090.90909,4,1,1,411,"Low Spenders, Less Active"
62708,5,34,66333.33333,4,3,1,431,"Low Spenders, Most Active"
62729,1,17,16583.33333,4,2,1,421,"Low Spenders, Less Active"
62730,79,4,9000,2,1,1,211,"Low Spenders, Less Active"
62749,2,15,2454.545455,4,2,1,421,"Low Spenders, Less Active"
62759,0,0,199000,4,1,3,413,"High Spenders, Less Active"
62819,84,9,199000,2,2,3,223,"High Spenders, Less Active"
62826,1,13,41583.33333,4,2,1,421,"Low Spenders, Less Active"
62853,76,12,199000,2,2,3,223,"High Spenders, Less Active"
62860,70,2,36000,2,1,1,211,"Low Spenders, Less Active"
62864,1,11,16583.33333,4,2,1,421,"Low Spenders, Less Active"
62872,0,0,599000,4,1,4,414,Big Spenders
62878,6,1,54454.54545,4,1,1,411,"Low Spenders, Less Active"
62915,41,6,33166.66667,3,1,1,311,"Low Spenders, Less Active"
62920,42,6,99833.33333,3,1,2,312,"Low Spenders, Less Active"
62951,1,28,13250,4,3,1,431,"Low Spenders, Most Active"
63008,0,0,199000,4,1,3,413,"High Spenders, Less Active"
63018,1,4,38750,4,1,1,411,"Low Spenders, Less Active"
63060,44,12,40666.66667,3,2,1,321,"Low Spenders, Less Active"
63120,67,8,299500,2,1,3,213,"High Spenders, Less Active"
63139,4,5,12416.66667,4,1,1,411,"Low Spenders, Less Active"
63145,79,7,9000,2,1,1,211,"Low Spenders, Less Active"
63184,1,35,27416.66667,4,3,1,431,"Low Spenders, Most Active"
63204,53,2,39800,2,1,1,211,"Low Spenders, Less Active"
63205,26,4,18625,3,1,1,311,"Low Spenders, Less Active"
63213,1,11,63166.66667,4,2,1,421,"Low Spenders, Less Active"
63229,4,15,16583.33333,4,2,1,421,"Low Spenders, Less Active"
63263,6,3,3857.142857,4,1,1,411,"Low Spenders, Less Active"
63283,5,28,68000,4,3,1,431,"Low Spenders, Most Active"
63284,36,10,99833.33333,3,2,2,322,"Low Spenders, Less Active"
63304,39,22,22714.28571,3,2,1,321,"Low Spenders, Less Active"
63324,37,23,599000,3,2,4,324,Big Spenders
63360,3,3,18090.90909,4,1,1,411,"Low Spenders, Less Active"
63367,56,57,4500,2,4,1,241,"Low Spenders, Most Active"
63386,5,2,18090.90909,4,1,1,411,"Low Spenders, Less Active"
63387,0,0,9000,4,1,1,411,"Low Spenders, Less Active"
63401,35,17,71285.71429,3,2,1,321,"Low Spenders, Less Active"
63413,0,0,599000,4,1,4,414,Big Spenders
63428,77,8,499000,2,1,4,214,Big Spenders
63429,40,6,34666.66667,3,1,1,311,"Low Spenders, Less Active"
63445,49,11,5400,3,2,1,321,"Low Spenders, Less Active"
63473,1,22,13250,4,2,1,421,"Low Spenders, Less Active"
63496,7,3,4090.909091,4,1,1,411,"Low Spenders, Less Active"
63521,0,0,90000,4,1,2,412,"Low Spenders, Less Active"
63570,6,10,14454.54545,4,2,1,421,"Low Spenders, Less Active"
63719,18,15,66555.55556,4,2,1,421,"Low Spenders, Less Active"
63763,31,1,28428.57143,3,1,1,311,"Low Spenders, Less Active"
63764,80,2,9000,2,1,1,211,"Low Spenders, Less Active"
63776,10,5,19900,4,1,1,411,"Low Spenders, Less Active"
63784,38,4,99833.33333,3,1,2,312,"Low Spenders, Less Active"
63808,6,23,18090.90909,4,2,1,421,"Low Spenders, Less Active"
63898,76,43,608000,2,3,4,234,Big Spenders
63977,80,3,9000,2,1,1,211,"Low Spenders, Less Active"
63993,17,6,66333.33333,4,1,1,411,"Low Spenders, Less Active"
64075,4,11,45363.63636,4,2,1,421,"Low Spenders, Less Active"
64078,3,7,18090.90909,4,1,1,411,"Low Spenders, Less Active"
64090,7,3,31111.11111,4,1,1,411,"Low Spenders, Less Active"
64122,24,14,24875,3,2,1,321,"Low Spenders, Less Active"
64130,2,16,18090.90909,4,2,1,421,"Low Spenders, Less Active"
64134,79,1,9000,2,1,1,211,"Low Spenders, Less Active"
64171,60,16,199666.6667,2,2,3,223,"High Spenders, Less Active"
64205,5,25,46181.81818,4,3,1,431,"Low Spenders, Most Active"
64254,3,2,900,4,1,1,411,"Low Spenders, Less Active"
64290,65,32,299500,2,3,3,233,Loyal Users
64304,16,3,27111.11111,4,1,1,411,"Low Spenders, Less Active"
64305,2,13,2454.545455,4,2,1,421,"Low Spenders, Less Active"
64310,79,2,9000,2,1,1,211,"Low Spenders, Less Active"
64362,78,14,199000,2,2,3,223,"High Spenders, Less Active"
64372,15,3,59900,4,1,1,411,"Low Spenders, Less Active"
64380,3,9,18090.90909,4,2,1,421,"Low Spenders, Less Active"
64393,25,4,62375,3,1,1,311,"Low Spenders, Less Active"
64447,3,27,54454.54545,4,3,1,431,"Low Spenders, Most Active"
64479,1,12,55272.72727,4,2,1,421,"Low Spenders, Less Active"
64484,4,7,22181.81818,4,1,1,411,"Low Spenders, Less Active"
64486,1,45,18090.90909,4,3,1,431,"Low Spenders, Most Active"
64493,18,7,74875,4,1,2,412,"Low Spenders, Less Active"
64515,76,8,199000,2,1,3,213,"High Spenders, Less Active"
64538,5,15,59900,4,2,1,421,"Low Spenders, Less Active"
64587,1,27,54454.54545,4,3,1,431,"Low Spenders, Most Active"
64610,4,24,59900,4,3,1,431,"Low Spenders, Most Active"
64630,6,10,45363.63636,4,2,1,421,"Low Spenders, Less Active"
64654,1,28,119800,4,3,2,432,"Low Spenders, Most Active"
64658,1,19,54454.54545,4,2,1,421,"Low Spenders, Less Active"
64684,24,1,1125,3,1,1,311,"Low Spenders, Less Active"
64710,4,14,54454.54545,4,2,1,421,"Low Spenders, Less Active"
64728,17,10,24111.11111,4,2,1,421,"Low Spenders, Less Active"
64732,63,9,599000,2,2,4,224,Big Spenders
64754,68,4,249500,2,1,3,213,"High Spenders, Less Active"
